glcm_contrast,ced,var_lap,mean_spec,glcm_energy
762.9653593141337,0.31162639919147234,41327.11535803227,100.61951526477374,0.012016307263240255
259.7350364396522,0.15327701607520833,14059.402168386832,144.45882038862723,0.08350438296554841
496.4485057109754,0.2625045288991438,21039.186822299434,123.14309414389504,0.012046391303978981
638.1991735577071,0.30325508666882783,24811.202345015874,129.81663202456093,0.020909645138909364
580.0068318362264,0.1748631795732347,23665.025739199184,129.67574989035296,0.025237885184075288
422.34735771561225,0.20922560591903283,17494.103152546017,88.9487423962167,0.02073404770363985
217.290952590628,0.17223165080757422,8352.255184691834,93.61701721935127,0.019421870748166616
243.56192628347327,0.1500734158387521,10489.365869037312,145.04303884365288,0.017928517217447273
672.7081655417558,0.24877481360004577,27457.186777760016,109.70063499933258,0.035411453994184744
320.3741080679789,0.16704486947235941,11689.205128438138,79.23653248412502,0.26385073089507904
332.238201184031,0.13077553822390878,12795.313006654567,132.1034495909689,0.019815958389227825
460.46451249608765,0.20400068648576494,20940.46797536594,130.39440514101562,0.11098301980479669
1011.857091100512,0.2610743502221544,56615.65832600487,105.46488434621766,0.012572182956516895
291.5258292718569,0.20184588394576763,13300.041948503565,109.22087679487424,0.022434925838138726
643.7620496285438,0.22911462405369845,28644.877018639658,125.59409622242138,0.01600308583879659
303.1237234088796,0.11164928205030415,12381.290838002365,96.24446520852005,0.03222251534131971
268.81674337053755,0.16159112145077326,12537.440662974761,173.6881447722202,0.03006776625224646
553.7951496522356,0.20964512499761637,22298.01280840398,109.07065082664327,0.014893526850848169
423.5095332208949,0.21557559924486566,15627.621547220471,117.6656432943689,0.015133354592323643
433.4787926074632,0.15106500638813142,14867.640517920316,94.23403443870254,0.03009977784589177
131.478704495218,0.08403729905989589,5992.534496094594,38.66789344215404,0.2687757210738195
541.9504039363148,0.24364523941191052,21774.734005811857,115.80040426383937,0.027610441570757645
320.37008979697737,0.1411491008943384,12498.780023525616,75.39768501744818,0.19547501661666677
189.88721388873392,0.19902366468984192,7182.335051267587,145.23912587479262,0.0257363444505169
753.3465671426048,0.2747087202761198,33016.091102168095,108.1504738658683,0.01697871172736692
345.9968784704487,0.11620678476764364,15845.339312082795,141.28803798554566,0.023390348358896997
1014.9837856818704,0.27455616788390763,45307.665767847364,131.5258099578574,0.0102227912287349
513.6733589705715,0.2590530310253428,23514.425321331917,133.212791518087,0.014527153112632
596.8027194069217,0.29368242405751227,29093.883149047117,133.76579393985622,0.011229580297638216
157.5972005735236,0.15011155393680517,6950.865076866705,123.01191815564158,0.10573661770999343
162.0883610246641,0.07759196048893041,6769.522981900544,172.94050456703724,0.08749125273357383
200.7923937454416,0.13129040254762495,7744.5264765015,163.72296485574265,0.09484903076660212
216.9314169521777,0.05135294902843195,7071.213958961624,149.87038767376671,0.036987762790997976
1016.5052930013773,0.2146984229896455,37977.53482670393,89.68354913140482,0.018754428647956824
391.8648028803729,0.30546709635590474,18762.84869511035,141.70980721191435,0.013147148888955417
381.58021797514596,0.2210865544135314,17122.064320238725,117.50548235159512,0.016208594122742413
167.90574433035948,0.09687076905474724,7131.509954485219,176.30699262027804,0.040193010217523945
403.26891286800713,0.18569439942030092,16068.250204735194,80.63536164451479,0.03612474527799303
661.3189568035984,0.28161171602372187,28802.976836019512,125.08947197803245,0.011339552833011425
415.84575165978106,0.24213878453881504,15600.152401832505,105.88413645811484,0.014583840489625384
348.3217401798879,0.1993097004252398,12619.932722999425,92.76300985869835,0.018703633608996104
251.75081023777273,0.22434736179706719,10982.173222258107,119.41665872122957,0.017691438413578012
567.4537956094397,0.19433267862931675,22778.969397806057,133.82244808451404,0.013197962808057096
566.9385819676785,0.26073110733967697,21504.417508910425,131.54110333517667,0.03208441814304427
404.7747018968696,0.1952098548845369,16246.499605152942,143.88623405350776,0.03765120208268237
399.1129251449935,0.20333326976983657,17746.020077639943,134.38748307621898,0.016203122078718938
490.4581863267415,0.1722888579546538,22269.485551447076,120.08193970366698,0.027734227071101014
468.8087169409774,0.20207471253408593,19577.141297943912,163.00520585038424,0.01674920549309323
984.2553346193781,0.33897141549550924,48473.94750713957,139.88945672279323,0.008560923597129531
463.67408881504065,0.18746782097976775,21686.643458445782,142.84992658416124,0.06999953573237619
792.0263106756731,0.28988768330123377,40517.94965810474,131.8592513491352,0.011925853756773588
119.82308897958517,0.05913312103125417,6126.789224407044,138.46360671993287,0.051572196449649776
383.3566806098899,0.19091931885356878,15712.917037162455,81.84811502450373,0.03221458949523821
623.4221500317009,0.2325089147804199,27289.454464524166,132.90917411948666,0.013021359257046217
395.5842091659867,0.19172021891268282,16646.841304271158,95.2137259014893,0.023846869115606344
389.73108154398346,0.2171201922160142,17880.023803697433,109.72447131061574,0.01796409951523219
689.6671336241515,0.2707232890295761,29865.133755061408,146.34322381342844,0.016545581803378742
610.2220933592358,0.2958562956465361,28135.00492400838,134.71758738391716,0.011107564100861899
555.9266153671751,0.1687038767376671,25657.229110684504,143.07091779332964,0.02083339162928067
423.31347282354534,0.20531645086859518,16360.522079628456,112.63995728533018,0.017768449647221383
836.6675435321959,0.27526172269788907,45546.63421002574,138.40817299441278,0.014456380014184103
101.22057407402397,0.07017410041761217,4101.436902067102,124.88600522491943,0.0567611171512171
690.9544917352348,0.24867946835491314,31880.246885005065,111.0791556225091,0.013330342738898134
352.18778860935527,0.2426345798135047,15492.496314132746,143.47565835891763,0.01945566975450795
222.3053235750378,0.21313476096947045,9077.817013587355,166.43210465094106,0.08953002588324133
304.4733582034978,0.18052668713411263,10871.125814430272,89.33010430769818,0.022019941681869253
405.66128708533324,0.2842623138384089,17803.916789295366,99.04101752445605,0.016202358802770496
672.9479791309464,0.20180774584771458,33390.48195316833,97.27667283232586,0.030483822282289158
651.798887876158,0.23752407467439599,27762.218390269205,127.1304132262924,0.02134154503770464
89.38412835894755,0.08527678724662001,2897.86987463704,69.17861978223146,0.04490783831345884
768.0420348355284,0.30914742281802404,39746.20711952198,109.55271638603382,0.01626070312079689
757.9729493999737,0.268358726950287,37778.496544548216,152.2030853721325,0.014393359247325868
505.2969531992628,0.1766938082797811,23720.941771514274,81.83533876165596,0.029197604707557445
273.54046599622035,0.15695734253732765,9824.246516257266,103.24753532541332,0.01954112920317187
687.3852138750046,0.25758471425030033,34151.03481914645,86.5464426689041,0.01604444317585821
393.0083812756702,0.2765965561297458,17584.77398353479,130.6501210884613,0.012682882588301105
389.7352904789081,0.15283842794759825,14610.222392258285,103.86602086153964,0.02014510197736387
548.2936072286503,0.2261970595526401,24127.81249885718,138.34310939913428,0.013454597297506143
